id,code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
019e8878-a661-72f3-b09d-18d036aee4d0,dra-ote,Old Telugu,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Telugu_language,,,,,"[""dra-pro""]",[],"Old Telugu is a historical stage of the Telugu language, classified within the Dravidian language family. It represents an earlier form of Telugu used in historical contexts, contributing to the development of the language's phonology, grammar, and lexicon as documented in linguistic studies of the Dravidian languages in the region.",[],missing,,,{}
019e8878-a68b-7989-b57f-a47d9384aa2d,dra-pro,Proto-Dravidian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Dravidian_language,,,,,[],[],"Proto-Dravidian is the reconstructed common ancestor of the Dravidian language family. It is inferred by comparing descendant languages such as Tamil, Telugu, Kannada, and Malayalam, rather than from direct written records, and it is not directly attested.",[],missing,,,{}
019e8878-a6b1-7bd4-bb34-b63ab28a4dda,dra-sdo-pro,Proto-South Dravidian I,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-South_Dravidian_I_language,,,,,"[""dra-pro""]",[],"Proto-South Dravidian I is a reconstructed proto-language, not directly attested, positioned as the common ancestor of the South Dravidian languages. It is part of the Dravidian language family and is inferred to have existed in the distant past, prior to diversification of its descendant languages.",[],missing,,,{}
019e8878-a6dc-7a80-be5f-f1e90a07b40a,dra-sdt-pro,Proto-South Dravidian II,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-South_Dravidian_II_language,,,,,"[""dra-pro"",""dra-sou-pro""]",[],"Proto-South Dravidian II is a reconstructed proto-language within the Dravidian language family. It is not directly attested and is inferred from comparative evidence among descendant South Dravidian languages, serving as an ancestral stage for later Dravidian tongues.",[],missing,,,{}
019e8878-a702-7819-b154-681a974a0190,dra-sou-pro,Proto-South Dravidian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-South_Dravidian_language,,,,,"[""dra-pro""]",[],"Proto-South Dravidian is a reconstructed proto-language and the hypothetical common ancestor of the South Dravidian language family. It is not directly attested and is inferred through comparative analysis of descendant languages such as Tamil, Telugu, Kannada, and Malayalam, with no precise period or locale.",[],missing,,,{}
019e8878-a72c-747b-b3a7-d8a18653d698,drg,Rungus,wiktionary,https://en.wiktionary.org/wiki/Category:Rungus_language,Q6897407,poz-san,Sabahan,poz-bnn,"[""map-pro"",""poz-pro""]","[""Latn""]","Rungus is an Austronesian language spoken by the Rungus people in Sabah, Malaysia. It is classified within the Malayo-Polynesian subgroup of Austronesian and is used in northern Borneo communities. This description reflects the language's regional presence and ancestry.",[],missing,,,{}
019e8878-a759-7aa9-903c-7781791d29b0,dri,Lela,wiktionary,https://en.wiktionary.org/wiki/Category:Lela_language,Q3914004,nic-knn,Northwest Kainji,nic-knj,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""nic-bco-pro""]","[""Latn""]","Lela is a language listed in the Wiktionary category Lela language. The entry compiles lexical items and etymologies associated with Lela, offering researchers a cataloged reference for word origins within this language family. No speaker data or regional notes are provided.",[],missing,,,{}
019e8878-a785-7996-b746-96a7c7bec8b8,dru,Rukai,wiktionary,https://en.wiktionary.org/wiki/Category:Rukai_language,Q49232,map,Austronesian,,"[""dru-pro""]","[""Latn""]",Rukai is an Austronesian language of the Formosan branch spoken by the Rukai people in Taiwan; it forms part of the Rukai subgroup within Formosan and is documented as a distinct language within the broader Formosan language family.,[],missing,,,{}
019e8878-a7b2-7690-99b7-f403a668e6ef,dru-pro,Proto-Rukai,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Rukai_language,,,,,[],[],"Proto-Rukai is the reconstructed ancestor of the Rukai language family. It is not directly attested and is established through comparative methods among descendant Rukai languages; as a proto-language, its features are inferred rather than documented in direct records.",[],missing,,,{}
019e8878-a7db-77dd-a490-d9dd02fdf422,dsb,Lower Sorbian,wiktionary,https://en.wiktionary.org/wiki/Category:Lower_Sorbian_language,Q13286,wen,Sorbian,zlw,"[""ine-pro"",""ine-bsl-pro"",""sla-pro""]","[""Latn""]","Lower Sorbian is a West Slavic language in the Sorbian branch of the Indo-European language family. It is part of the Sorbian languages within the West Slavic group of the Indo-European family, and its place here reflects classification rather than current usage.",[],missing,,,{}
019e8878-a807-7cbd-befe-7efe635ddc63,dta,Daur,wiktionary,https://en.wiktionary.org/wiki/Category:Daur_language,Q32430,xgn,Mongolic,qfa-xgs,"[""xgn-pro"",""xng""]","[""Latn"",""Hani"",""Cyrl"",""Mong""]","Daur is a language listed under the Daur language category. This entry provides lexical data and etymological notes associated with the name, but details on its status, linguistic family, regional location, or period are not specified here.",[],missing,,,{}
019e8878-a833-7c9e-bd7d-95aa30177d0f,dtp,Central Dusun,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Dusun_language,Q5317225,poz-san,Sabahan,poz-bnn,"[""map-pro"",""poz-pro""]","[""Latn""]","Central Dusun is a language entry categorized as Central Dusun language. It belongs to the Dusun subgroup of the Austronesian language family, and is described in lexical resources that cover its forms and vocabulary. These resources provide etymological notes and historical connections.",[],missing,,,{}
019e8878-a860-7943-abf0-ab3d551770f5,dum,Middle Dutch,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Dutch_language,Q178806,gmw-frk,Low Franconian,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk"",""odt""]","[""Latn""]","Middle Dutch is a medieval stage of the Dutch language within the West Germanic branch, used in the Low Countries from roughly the 12th through the 15th century. It developed from Old Dutch and preceded Early Modern Dutch, with regional varieties attested in literature and religious texts of the period.",[],missing,,,{}
019e8878-a88d-76e2-b5ff-9399ccda495c,dv,Dhivehi,wiktionary,https://en.wiktionary.org/wiki/Category:Dhivehi_language,Q32656,inc-ins,Insular Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-apa"",""dv-old""]","[""Thaa"",""Diak""]","Dhivehi, also called Maldivian, is an Indo-Aryan language spoken in the Maldives. It is part of the Indo-Iranian branch of the Indo-European language family.",[],missing,,,{}
019e8878-a8b9-761b-a3d1-32d5687a68a1,dv-old,Old Dhivehi,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_Dhivehi_by_language,Q117790875,,,,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-apa""]",[],"Old Dhivehi is the historical source language from which terms have been derived into other languages. It serves as the basis for etymology entries that trace words back to Old Dhivehi origins, illustrating cross-linguistic influence. The category-style records document these derivations, highlighting lexical connections without asserting contemporary usage or speakers.",[],missing,,,{}
019e8878-a8e6-7518-be74-433e59201c26,dz,Dzongkha,wiktionary,https://en.wiktionary.org/wiki/Category:Dzongkha_language,Q33081,sit-tib,Tibetic,sit-bdi,"[""sit-pro"",""sit-bdi-pro"",""otb"",""xct""]","[""Tibt""]","Dzongkha is a living language categorized under the Dzongkha language category. It belongs to the Sino-Tibetan language family and is used in Bhutan, serving as a key language in government and education. The form reflects Tibeto-Burman features and historical development within the Himalayan linguistic area.",[],missing,,,{}
019e8878-a914-7304-9041-1a220ebeea5a,ee,Ewe,wiktionary,https://en.wiktionary.org/wiki/Category:Ewe_language,Q30005,alv-gbe,Gbe,alv-von,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-gbe-pro""]","[""Latn""]","Ewe is a living Niger-Congo language in the Gbe subgroup of West Africa. It is spoken by communities in southeastern Togo, southern Ghana, and neighboring Benin, where it serves as a primary means of communication for daily life, culture, and local discourse.",[],missing,,,{}
019e8878-a942-7162-8690-faf9ce1bee35,egl,Emilian,wiktionary,https://en.wiktionary.org/wiki/Category:Emilian_language,Q1057898,roa-emr,Emilian-Romagnol,roa-git,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""egl-old""]",[],"Emilian is a Romance language spoken in the Emilia region of northern Italy. It is part of the Romance language family and has regional varieties used in traditional speech and local literature, with historical roots in medieval Italy.",[],missing,,,{}
019e8878-a96d-7b6f-bfd2-d7f061abda2e,egl-old,Old Emilian,wiktionary,,,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]",[],,[],missing,,,{}
019e8878-a996-7519-8616-0471a500589b,egx-dem,Demotic Egyptian,wiktionary,https://en.wiktionary.org/wiki/Category:Demotic_Egyptian_language,,,,,[],[],Demotic Egyptian is the Demotic stage of the ancient Egyptian language. It belongs to the Afro-Asiatic language family and was used in Egypt from around the 7th century BCE to the 5th century CE.,[],missing,,,{}
019e8878-a9c2-7a21-a7b0-eefeb1e75b28,egy,Egyptian,wiktionary,https://en.wiktionary.org/wiki/Category:Egyptian_language,Q50868,egx,Egyptian,afa,"[""afa-pro""]","[""Latn"",""Egyp"",""Egyh""]","Egyptian is an Afro-Asiatic language once spoken in ancient Egypt, with written records dating from the early dynastic period until the final centuries of antiquity; it evolved through stages such as Old Egyptian, Middle Egyptian, Late Egyptian, Demotic, and Coptic, and is now extinct.",[],missing,,,{}
019e8878-a9ef-7428-8300-0db9fed5c37f,el,Greek,wiktionary,https://en.wiktionary.org/wiki/Category:Greek_language,Q9129,grk,Hellenic,ine,"[""ine-pro"",""grk-pro"",""grc-att"",""grc-koi"",""gkm"",""el-kth""]","[""Grek"",""Polyt"",""Brai""]","Greek is a language categorized under the Greek language category. It is the subject of indexed entries documenting word histories and etymology within that Wiktionary category, reflecting its use across historical and regional varieties.",[],missing,,,{}
019e8878-aa1b-7fff-bd7d-541218f7d116,el-kth,Katharevousa,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Katharevousa_by_language,Q35961,,,,"[""ine-pro"",""grk-pro"",""grc-att"",""grc-koi"",""gkm""]",[],"Katharevousa is a form of the Greek language developed in the 19th century as a purist revival of classical Greek. It functioned as an official and literary standard in Greece, primarily in the Hellenic region, alongside the vernacular demotic Greek.",[],missing,,,{}
019e8878-aa47-7c3d-9cfa-e4f6f9f43ae5,emk,Eastern Maninkakan,wiktionary,https://en.wiktionary.org/wiki/Category:Eastern_Maninkakan_language,Q11002130,dmn-mnk,Maninka,dmn-emn,"[""nic-pro"",""dmn-pro"",""dmn-mdw-pro""]","[""Latn"",""Arab"",""Nkoo""]",Eastern Maninkakan is a Mande language of the Niger-Congo language family spoken in West Africa. It belongs to the Eastern Maninkakan subgroup within the Maninka branch and represents a regional variety of the broader Maninka languages.,[],missing,,,{}
019e8878-aa73-7ada-a6e4-6309b2f30ec4,ems,Alutiiq,wiktionary,https://en.wiktionary.org/wiki/Category:Alutiiq_language,Q27992,ypk,Yupik,esx-esk,"[""esx-pro"",""esx-esk-pro"",""ypk-pro""]","[""Latn""]","Alutiiq is a language of Alaska spoken by the Sugpiaq people in the Kodiak region. It is catalogued on Wiktionary under the Alutiiq language category, reflecting its status as a distinct human language with its own vocabulary and structure.",[],missing,,,{}
019e8878-aaa0-766a-bb66-0a52d767f3fa,en,English,wiktionary,https://en.wiktionary.org/wiki/Category:English_language,Q1860,gmw-ang,Anglic,gmw-afr,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear""]","[""Latn"",""Brai"",""Shaw"",""Dsrt""]","English is a West Germanic language of the Indo-European family that originated in England and has spread worldwide as a global lingua franca. It developed through successive stages from Old English in the early medieval period to Middle and Modern English, with roots in the Germanic branch and extensive influence from Norse and Romance languages.",[],missing,,,{}
019e8878-aacd-7196-a2cb-aea0a74faf70,en-AU,Australian English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Australian_English_by_language,Q44679,,,,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang""]",[],"Australian English is a language variety of English spoken in Australia. The category collects terms derived from Australian English by language, illustrating how its vocabulary has been adapted into other languages. This entry provides a high-level etymology overview suitable for users tracing loanword paths and language contact in Australasian linguistic influence.",[],missing,,,{}
019e8878-aaf6-7e16-a27e-4504abff1207,en-ear,Early Modern English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Early_Modern_English_by_language,Q1472196,,,,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm""]",[],Early Modern English is a historical stage of the English language. It is the source of numerous terms that spread into other languages and reflects the transition between Middle English and Modern English in historical studies.,[],missing,,,{}
019e8878-ab20-7f3b-b240-ed5e87924b70,en-GB,British English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_British_English_by_language,Q7979,,,,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang""]",[],"British English is a living variety of the English language spoken in the United Kingdom. It is part of the Indo-European language family, Germanic branch, West Germanic subgroup, with origins in the medieval period and continuing into the present.",[],missing,,,{}
019e8878-ab4b-7eee-a696-058441736b01,en-NNN,North American English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_North_American_English_by_language,,,,,[],[],"North American English is the source language for terms categorized here by language, reflecting vocabulary that has been adapted or borrowed into other languages. The category groups terms derived from this variety, illustrating cross-linguistic influence within the broader English family.",[],missing,,,{}
019e8878-ab74-7b04-aac4-4cb120bb6af4,en-US,American English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_American_English_by_language,Q7976,,,,[],[],American English is the form of English spoken in the United States. It is a living language with a distinctive vocabulary and spelling that has given rise to many terms later borrowed by other languages.,[],missing,,,{}
019e8878-ab9e-7666-8607-de51864c87be,enm,Middle English,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_English_language,Q36395,gmw-ang,Anglic,gmw-afr,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang""]","[""Latn""]","Middle English is the historical stage of the English language spoken in England and parts of Britain from roughly the late 12th to the late 15th century. It belongs to the Indo-European language family, Germanic branch, West Germanic group, with English as its descendant.",[],missing,,,{}
019e8878-abcb-7773-9cd1-916416d59df7,enm-nor,Northern Middle English,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Northern_Middle_English_by_language,Q134238541,,,,"[""ang-nor""]",[],Northern Middle English is a historical form of English used in northern England during the medieval period. It is categorized as a language variant whose vocabulary and terms have influenced later English dialects. The name reflects its geographic and temporal scope within the broader Middle English stage.,[],missing,,,{}
019e8878-abf6-74c6-a750-ff967b3f0312,eo,Esperanto,wiktionary,https://en.wiktionary.org/wiki/Category:Esperanto_language,Q143,art,constructed,qfa-not,[],"[""Latn""]","Esperanto is a constructed international auxiliary language designed to foster cross-cultural communication. It was created in the late 19th century by L. L. Zamenhof in Europe, with a simplified grammar and vocabulary drawn from several European languages, intended as a neutral second language.",[],missing,,,{}
019e8878-ac23-7658-8b4b-481840ab9381,es,Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Spanish_language,Q1321,roa-cas,Castilian,roa-ibe,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp"",""es-ear""]","[""Latn"",""Brai""]","Spanish is a Romance language in the Indo-European family, developed from Vulgar Latin in the Iberian Peninsula during the Middle Ages. It is spoken primarily in Spain and Latin America, with widespread global use and status as a major international language.",[],missing,,,{}
019e8878-ac4f-79bc-8354-5cf3cc49a851,es-ear,Early Modern Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Early_Modern_Spanish_by_language,Q5364419,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp""]",[],"Early Modern Spanish is a historical stage of the Spanish language. Its vocabulary has contributed words to various languages, as shown by etymology categories that trace terms derived from Early Modern Spanish across languages globally.",[],missing,,,{}
019e8878-ac79-73db-ace2-a74cba5e28d0,es-lun,Lunfardo,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Lunfardo_by_language,Q1401612,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp""]",[],"Lunfardo is a slang variety of Spanish that developed in Argentina, especially Buenos Aires, during the late 19th and early 20th centuries. It features a specialized lexicon drawn from Italian and other sources and is used as a social cant rather than a separate standard language.",[],missing,,,{}
019e8878-aca6-7286-8d9a-ef2f333bf35f,es-MX,Mexican Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Mexican_Spanish_by_language,Q616620,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp""]",[],"Category: Terms derived from Mexican Spanish by language catalogs loanwords that have entered other languages from Mexican Spanish. It records lexical items attributed to Mexican Spanish and traced into other languages, illustrating how Mexican Spanish has contributed vocabulary to diverse linguistic families.",[],missing,,,{}
019e8878-acd4-7791-b35f-b1035b66e920,es-PH,Philippine Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Philippine_Spanish_by_language,Q22091406,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp""]",[],"Philippine Spanish is a Romance language variety of Spanish spoken in the Philippines. It has contributed loanwords and calques to local languages, reflecting its colonial-era influence that persists in some communities today and remains a focus of etymological study.",[],missing,,,{}
019e8878-acfc-7223-b158-7aac501c57cb,es-US,United States Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_United_States_Spanish_by_language,Q2301077,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp""]",[],"United States Spanish is the source language for a set of terms that have been borrowed into other languages. It is documented in a category of terms derived from United States Spanish by language, highlighting lexical items that originated in this variety and spread into neighboring language communities.",[],missing,,,{}
019e8878-ad26-71c6-add7-9b5118fcc71a,esu,Yup'ik,wiktionary,https://en.wiktionary.org/wiki/Category:Yup%27ik_language,Q21117,ypk,Yupik,esx-esk,"[""esx-pro"",""esx-esk-pro"",""ypk-pro""]","[""Latn""]","Yup'ik is a language in the Yupik language family. It is categorized as Yup'ik language, illustrating its place within this linguistic branch and its documentation in reference resources. The designation helps researchers compare its vocabulary and structure with related Yupik languages.",[],missing,,,{}
019e8878-ad51-7fee-8886-71d924817773,esx-esk-pro,Proto-Eskimo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Eskimo_language,,,,,"[""esx-pro""]",[],Proto-Eskimo is a reconstructed proto-language believed to be the common ancestor of the Eskimo languages within the Eskimo-Aleut family. It is not directly attested and its features are inferred from comparison of descendant languages.,[],missing,,,{}
019e8878-ad78-754b-b512-b688655cc2ad,esx-ink,Inuktun,wiktionary,https://en.wiktionary.org/wiki/Category:Inuktun_language,,,,,"[""esx-pro""]",[],"Inuktun is an Inuit language belonging to the Inuit language family of the Arctic. It is associated with Inuit communities and is listed as a member of the Inuit languages in linguistic references, reflecting its role in Arctic communication and cultural heritage.",[],missing,,,{}
019e8878-ad9f-7c61-a581-5029571c6cff,esx-pro,Proto-Eskimo-Aleut,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Eskimo-Aleut_language,,,,,[],[],"Proto-Eskimo-Aleut is a reconstructed proto-language and not directly attested. It represents the hypothetical ancestor of the Eskimo-Aleut language family, from which the Eskimo and Inuit languages descend, as inferred through comparative linguistic methods by scholars.",[],missing,,,{}
019e8878-adc8-7b38-a785-03d233a1f735,et,Estonian,wiktionary,https://en.wiktionary.org/wiki/Category:Estonian_language,Q9072,urj-fin,Finnic,urj,"[""urj-pro"",""urj-fin-pro""]","[""Latn""]","Estonian is the language listed under the Estonian language category of a lexical reference. It is treated as a distinct language entry within that category, grouping lemmas and forms by language name for organized access.",[],missing,,,{}
019e8878-adf7-744b-be2a-3a6e3999ab4d,ett,Etruscan,wiktionary,https://en.wiktionary.org/wiki/Category:Etruscan_language,Q35726,qfa-tyn,Tyrsenian,,[],"[""Ital""]","Etruscan is an ancient language of Italy, known from inscriptions dating to the early first millennium BCE. It is attested in central Italy and was used by the Etruscan civilization.",[],missing,,,{}
019e8878-ae2b-7228-8827-048c515e8e8c,eu,Basque,wiktionary,https://en.wiktionary.org/wiki/Category:Basque_language,Q8752,euq,Vasconic,,"[""euq-pro""]","[""Latn""]",Basque is a language isolate spoken in the Basque Country of northern Spain and southwestern France. It has a documented history in the region and is not known to belong to any established language family.,[],missing,,,{}
019e8878-ae56-7c96-bda1-482b111044ec,euq-pro,Proto-Basque,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Basque_language,,,,,[],[],"Proto-Basque is the reconstructed ancestor of the Basque language family. It is not directly attested and is inferred from comparative data on Basque varieties, with its regional association tied to the western Pyrenees, though exact location and date remain unattested.",[],missing,,,{}
019e8878-ae81-71f5-bb04-be5ecc3269f0,eve,Even,wiktionary,https://en.wiktionary.org/wiki/Category:Even_language,Q29960,tuw-ewe,Ewenic,tuw,"[""tuw-pro""]","[""Cyrl"",""Latn""]","Even is a human language categorized under the Even language group. Linguistic resources describe it as a distinct language with its own morphological and syntactic features within the broader Tungusic language family. It has been studied in historical and descriptive linguistics, contributing to understanding of Eurasian language contact and variation.",[],missing,,,{}
019e8878-aeae-75d5-9bd1-8bac010f7c71,evn,Evenki,wiktionary,https://en.wiktionary.org/wiki/Category:Evenki_language,Q30004,tuw-ewe,Ewenic,tuw,"[""tuw-pro""]","[""Cyrl"",""Latn""]","Evenki is a human language categorized under the Evenki language. The available material provides no explicit details on its status, linguistic family, geographic region, or historical period. It is listed among linguistic entries without claims about current usage or speaker numbers.",[],missing,,,{}
019e8878-aedc-7010-b270-1b11fc7a547d,ext,Extremaduran,wiktionary,https://en.wiktionary.org/wiki/Category:Extremaduran_language,Q30007,roa-asl,Asturleonese,roa-ibe,"[""la-vul"",""roa-pro"",""roa-ole""]","[""Latn""]",Extremaduran is a Romance language spoken in the Extremadura region of Spain. It forms part of the Ibero-Romance group within Western Romance and is treated in some sources as a distinct language rather than merely a Spanish dialect.,[],missing,,,{}
019e8878-af0a-71a0-b450-226053e4ccff,fa,Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Persian_language,Q9168,ira-swi,Southwestern Iranian,ira-wes,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear"",""pal-lat"",""fa-ear"",""fa-cls""]","[""fa-Arab"",""Hebr""]","Persian is an Iranian language of the Indo-Iranian branch, descended from Old Persian and Middle Persian and known in its modern form as New Persian. It is spoken in Iran, Afghanistan, and Tajikistan, with regional varieties such as Farsi, Dari, and Tajik, dating from around the medieval period to the present.",[],missing,,,{}
019e8878-af34-74c2-841e-26333f91f92d,fa-cls,Classical Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Classical_Persian_by_language,Q9168,,,,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear"",""pal-lat"",""fa-ear""]",[],"Classical Persian is an Iranian language in the Indo-Iranian branch, historically used as the literary standard of Persian. It has contributed vocabulary to many other languages through loanwords and terminology, with terms derived from Classical Persian recorded across various language families.",[],missing,,,{}
019e8878-af63-7899-8987-ee20ebe3fa6e,fa-ear,Early New Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Early_New_Persian_by_language,Q127413796,,,,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear"",""pal-lat""]",[],Early New Persian is a stage of the Persian language within the Iranian language family. It was historically used in Iran and surrounding regions during the medieval period and served as the basis for later varieties of Persian; many terms in other languages derive from its vocabulary.,[],missing,,,{}
019e8878-af8b-7b6a-8928-a4bf9478c65e,fa-ira,Iranian Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Iranian_Persian_by_language,Q3513637,,,,"[""ine-pro"",""iir-pro"",""ira-pro""]",[],"Iranian Persian is a Western Iranian language in the Indo-Iranian branch of the Indo-European family. It has contributed vocabulary to other languages, as shown by terms derived from Iranian Persian by language, reflecting historical contact among Iranic-speaking communities.",[],missing,,,{}
019e8878-afb5-7281-a238-926ffe5d1493,fab,Annobonese,wiktionary,https://en.wiktionary.org/wiki/Category:Annobonese_language,Q34992,crp,creole or pidgin,qfa-cnt,"[""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",Annobonese is a language categorized as Annobonese language. It is associated with the Annobón region and is used as a linguistic label in reference works.,[],missing,,,{}
019e8878-afe0-7034-9e4f-c4f1c84cf884,fax,Fala,wiktionary,https://en.wiktionary.org/wiki/Category:Fala_language,Q300402,roa-gap,Galician-Portuguese,roa-ibe,"[""la-vul"",""roa-pro"",""roa-opt""]","[""Latn""]","Fala is a language with a dedicated category listing its name. The available material does not provide details on its classification within a language family, regional origin, or historical period. Any assertion about its usage or speakers would require direct sources beyond this listing.",[],missing,,,{}
019e8878-b00f-76e0-84e5-592498291e15,fbl,West Miraya Bikol,wiktionary,https://en.wiktionary.org/wiki/Category:West_Miraya_Bikol_language,Q18603801,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]","West Miraya Bikol is a Bikol language of the Philippines, part of the Austronesian language family. The entry is listed as a language category, suggesting it is a named language within the Bikol subgroup, but specific speaker numbers, status, official recognition, or an approximate historical period are not provided.",[],missing,,,{}
019e8878-b03d-7f6b-98e7-2cf5e4e7e2a9,ff,Fula,wiktionary,https://en.wiktionary.org/wiki/Category:Fula_language,Q33454,alv-fwo,Fula-Wolof,alv-sng,"[""nic-pro"",""alv-pro""]","[""Latn"",""Adlm""]",Fula is a living Niger-Congo language of West Africa with multiple varieties spoken across a wide geographic area. It belongs to the Atlantic-Congo branch and is part of the wider Fula-Sara group within the Niger-Congo language family.,[],missing,,,{}
019e8878-b06f-775d-9348-62be04d2e67f,fi,Finnish,wiktionary,https://en.wiktionary.org/wiki/Category:Finnish_language,Q1412,urj-fin,Finnic,urj,"[""urj-pro"",""urj-fin-pro""]","[""Latn""]","Finnish is a Finnic language in the Uralic language family. It is spoken in Finland and in nearby regions, with a long-standing literary and cultural presence in education and media. It is a modern, living language with official status in Finland.",[],missing,,,{}
019e8878-b09e-79b4-8ef8-bf573162b4db,fit,Meänkieli,wiktionary,https://en.wiktionary.org/wiki/Category:Me%C3%A4nkieli_language,Q13357,urj-fin,Finnic,urj,"[""urj-pro"",""urj-fin-pro"",""fi""]","[""Latn""]",Meänkieli is a Finnic language of the Uralic language family. It is spoken in the Torne Valley region of northern Sweden and nearby parts of Finland and is a living language closely related to Finnish.,[],missing,,,{}
019e8878-b0cd-77a4-9fdb-6cdf5a10186f,fiu-pro,Proto-Finno-Ugric,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Proto-Finno-Ugric_by_language,Q79890,,,,[],[],Proto-Finno-Ugric is the reconstructed common ancestor of the Finno-Ugric branch of the Uralic language family. It is reconstructed and not directly attested; its form is inferred from comparison of descendant languages to explain their shared features.,[],missing,,,{}
019e8878-b0f8-77e1-a2ee-cba7f1f3ae4b,fj,Fijian,wiktionary,https://en.wiktionary.org/wiki/Category:Fijian_language,Q33295,poz-pcc,Central Pacific,poz-occ,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]","Fijian is a language of Fiji. This designation appears in linguistic catalogs as the proper name for the language spoken by communities in the Fiji islands, providing a simple, stable label for reference in studies of regional linguistic variation and history.",[],missing,,,{}
019e8878-b128-720c-a7a1-636d24a55189,fkv,Kven,wiktionary,https://en.wiktionary.org/wiki/Category:Kven_language,Q165795,urj-fin,Finnic,urj,"[""urj-pro"",""urj-fin-pro"",""fi""]","[""Latn""]",Kven is a Finnic language in the Uralic language family spoken in Northern Norway by the Kven people. It is closely related to Finnish and Meänkieli and exists as a minority language with limited intergenerational transmission in a contemporary regional context.,[],missing,,,{}
